orderkey,orderdate,deliverydate,storekey,quantity,currencycode,exchangerate,productkey,productcode,productname,brand,color,weight,weightunit,price,cost,categorykey,categoryname,subcategorykey,subcategoryname,customerkey,gender,firstname,surname,city,zipcode,birthday,age,vehicle_year,car
38400183,2016-01-19,2016-01-19,420,1,GBP,0.70365,2259,806070,WWI Wall Lamp E315 ,Wide World Importers,Grey,4.5,pounds,101.99,52,8,Home Appliances,801,Washers & Dryers,1113574,Male,Peter,Lawrence,Mill Green,CM4 5QR,1982-05-22,38,2008,BMW
38400183,2016-01-19,2016-01-19,420,1,GBP,0.70365,2259,806070,WWI Wall Lamp E315 ,Wide World Importers,Grey,4.5,pounds,101.99,52,8,Home Appliances,803,Microwaves,1113574,Male,Peter,Lawrence,Mill Green,CM4 5QR,1982-05-22,38,2008,BMW
38400208,2016-01-19,2016-01-19,370,1,GBP,0.70365,499,304039,Adventure Works LCD15 E100 ,Adventure Works,Black,10.8,pounds,99,50.47,3,Computers,304,Monitors,1077983,Male,Zak,Shaw,Tinwell,PE9 3DY,1985-06-18,35,2003,Pontiac
38400208,2016-01-19,2016-01-19,370,1,GBP,0.70365,499,304039,Adventure Works LCD15 E100 ,Adventure Works,Black,10.8,pounds,99,50.47,3,Computers,308,Computers Accessories,1077983,Male,Zak,Shaw,Tinwell,PE9 3DY,1985-06-18,35,2003,Pontiac
38400208,2016-01-19,2016-01-19,370,1,GBP,0.70365,499,304039,Adventure Works LCD15 E100 ,Adventure Works,Black,10.8,pounds,99,50.47,3,Computers,301,Laptops,1077983,Male,Zak,Shaw,Tinwell,PE9 3DY,1985-06-18,35,2003,Pontiac
38400208,2016-01-19,2016-01-19,370,1,GBP,0.70365,499,304039,Adventure Works LCD15 E100 ,Adventure Works,Black,10.8,pounds,99,50.47,3,Computers,305,Projectors & Screens,1077983,Male,Zak,Shaw,Tinwell,PE9 3DY,1985-06-18,35,2003,Pontiac
38400208,2016-01-19,2016-01-19,370,1,GBP,0.70365,499,304039,Adventure Works LCD15 E100 ,Adventure Works,Black,10.8,pounds,99,50.47,3,Computers,306,"Printers, Scanners & Fax",1077983,Male,Zak,Shaw,Tinwell,PE9 3DY,1985-06-18,35,2003,Pontiac
38400208,2016-01-19,2016-01-19,370,1,GBP,0.70365,499,304039,Adventure Works LCD15 E100 ,Adventure Works,Black,10.8,pounds,99,50.47,3,Computers,303,Desktops,1077983,Male,Zak,Shaw,Tinwell,PE9 3DY,1985-06-18,35,2003,Pontiac
38400208,2016-01-19,2016-01-19,370,3,GBP,0.70365,1578,602008,SV DVD Recorder L210 ,Southridge Video,Silver,4,pounds,219,72.56,6,"Music, Movies and Audio Books",602,Movie DVD,1077983,Male,Zak,Shaw,Tinwell,PE9 3DY,1985-06-18,35,2003,Pontiac
38400344,2016-01-19,2016-01-19,310,3,EUR,0.92013,1727,702021,MGS Rise of Nations:  Edition M300,Tailspin Toys,Pink,,,56,25.75,7,Games and Toys,701,Boxed Games,878634,Female,Renske,Ekkelenkamp,Rotterdam,3082 ND,1958-04-22,62,2009,BMW
38400344,2016-01-19,2016-01-19,310,3,EUR,0.92013,1727,702021,MGS Rise of Nations:  Edition M300,Tailspin Toys,Pink,,,56,25.75,7,Games and Toys,702,Download Games,878634,Female,Renske,Ekkelenkamp,Rotterdam,3082 ND,1958-04-22,62,2009,BMW
38400344,2016-01-19,2016-01-19,310,3,EUR,0.92013,179,202014,SV 16xDVD M300 ,Southridge Video,Silver,7.4,pounds,119,54.72,2,TV and Video,201,Televisions,878634,Female,Renske,Ekkelenkamp,Rotterdam,3082 ND,1958-04-22,62,2009,BMW
38400344,2016-01-19,2016-01-19,310,3,EUR,0.92013,179,202014,SV 16xDVD M300 ,Southridge Video,Silver,7.4,pounds,119,54.72,2,TV and Video,205,Car Video,878634,Female,Renske,Ekkelenkamp,Rotterdam,3082 ND,1958-04-22,62,2009,BMW
38400344,2016-01-19,2016-01-19,310,3,EUR,0.92013,179,202014,SV 16xDVD M300 ,Southridge Video,Silver,7.4,pounds,119,54.72,2,TV and Video,203,Home Theater System,878634,Female,Renske,Ekkelenkamp,Rotterdam,3082 ND,1958-04-22,62,2009,BMW
38400344,2016-01-19,2016-01-19,310,3,EUR,0.92013,179,202014,SV 16xDVD M300 ,Southridge Video,Silver,7.4,pounds,119,54.72,2,TV and Video,202,VCD & DVD,878634,Female,Renske,Ekkelenkamp,Rotterdam,3082 ND,1958-04-22,62,2009,BMW
38400344,2016-01-19,2016-01-19,310,5,EUR,0.92013,1820,702114,MGS Return of Arcade Anniversary Edition 2009 E176,Tailspin Toys,Blue,,,32,16.31,7,Games and Toys,701,Boxed Games,878634,Female,Renske,Ekkelenkamp,Rotterdam,3082 ND,1958-04-22,62,2009,BMW
38400344,2016-01-19,2016-01-19,310,5,EUR,0.92013,1820,702114,MGS Return of Arcade Anniversary Edition 2009 E176,Tailspin Toys,Blue,,,32,16.31,7,Games and Toys,702,Download Games,878634,Female,Renske,Ekkelenkamp,Rotterdam,3082 ND,1958-04-22,62,2009,BMW
38400465,2016-01-19,2016-01-19,170,7,EUR,0.92013,456,303041,WWI Desktop PC2.30 M2300 ,Wide World Importers,White,,pounds,559,257.06,3,Computers,304,Monitors,691998,Female,Brice,Morel,Chartres,28000,1939-04-23,81,2002,Mahindra
38400465,2016-01-19,2016-01-19,170,7,EUR,0.92013,456,303041,WWI Desktop PC2.30 M2300 ,Wide World Importers,White,,pounds,559,257.06,3,Computers,308,Computers Accessories,691998,Female,Brice,Morel,Chartres,28000,1939-04-23,81,2002,Mahindra
38400465,2016-01-19,2016-01-19,170,7,EUR,0.92013,456,303041,WWI Desktop PC2.30 M2300 ,Wide World Importers,White,,pounds,559,257.06,3,Computers,301,Laptops,691998,Female,Brice,Morel,Chartres,28000,1939-04-23,81,2002,Mahindra
38400465,2016-01-19,2016-01-19,170,7,EUR,0.92013,456,303041,WWI Desktop PC2.30 M2300 ,Wide World Importers,White,,pounds,559,257.06,3,Computers,305,Projectors & Screens,691998,Female,Brice,Morel,Chartres,28000,1939-04-23,81,2002,Mahindra
38400465,2016-01-19,2016-01-19,170,7,EUR,0.92013,456,303041,WWI Desktop PC2.30 M2300 ,Wide World Importers,White,,pounds,559,257.06,3,Computers,306,"Printers, Scanners & Fax",691998,Female,Brice,Morel,Chartres,28000,1939-04-23,81,2002,Mahindra
38400465,2016-01-19,2016-01-19,170,7,EUR,0.92013,456,303041,WWI Desktop PC2.30 M2300 ,Wide World Importers,White,,pounds,559,257.06,3,Computers,303,Desktops,691998,Female,Brice,Morel,Chartres,28000,1939-04-23,81,2002,Mahindra
38400542,2016-01-19,2016-01-19,220,3,EUR,0.92013,1459,503052,Contoso Touch Screen Phones 5-Wire/Built-in M500 ,Contoso,Black,5.6,ounces,256,117.73,5,Cell phones,503,Touch Screen Phones ,558992,Male,Felix,Schroder,Rain,94369,1963-01-21,58,2015,Kia
38400542,2016-01-19,2016-01-19,220,3,EUR,0.92013,1459,503052,Contoso Touch Screen Phones 5-Wire/Built-in M500 ,Contoso,Black,5.6,ounces,256,117.73,5,Cell phones,504,Smart phones & PDAs ,558992,Male,Felix,Schroder,Rain,94369,1963-01-21,58,2015,Kia
38400542,2016-01-19,2016-01-19,220,3,EUR,0.92013,1459,503052,Contoso Touch Screen Phones 5-Wire/Built-in M500 ,Contoso,Black,5.6,ounces,256,117.73,5,Cell phones,505,Cell phones Accessories,558992,Male,Felix,Schroder,Rain,94369,1963-01-21,58,2015,Kia
38400542,2016-01-19,2016-01-19,220,3,EUR,0.92013,1459,503052,Contoso Touch Screen Phones 5-Wire/Built-in M500 ,Contoso,Black,5.6,ounces,256,117.73,5,Cell phones,501,Home & Office Phones,558992,Male,Felix,Schroder,Rain,94369,1963-01-21,58,2015,Kia
38400542,2016-01-19,2016-01-19,220,2,EUR,0.92013,314,205023,SV Car Video TFT7 M7001 ,Southridge Video,Silver,4.2,pounds,309,157.54,2,TV and Video,201,Televisions,558992,Male,Felix,Schroder,Rain,94369,1963-01-21,58,2015,Kia
38400542,2016-01-19,2016-01-19,220,2,EUR,0.92013,314,205023,SV Car Video TFT7 M7001 ,Southridge Video,Silver,4.2,pounds,309,157.54,2,TV and Video,205,Car Video,558992,Male,Felix,Schroder,Rain,94369,1963-01-21,58,2015,Kia
38400542,2016-01-19,2016-01-19,220,2,EUR,0.92013,314,205023,SV Car Video TFT7 M7001 ,Southridge Video,Silver,4.2,pounds,309,157.54,2,TV and Video,203,Home Theater System,558992,Male,Felix,Schroder,Rain,94369,1963-01-21,58,2015,Kia
38400542,2016-01-19,2016-01-19,220,2,EUR,0.92013,314,205023,SV Car Video TFT7 M7001 ,Southridge Video,Silver,4.2,pounds,309,157.54,2,TV and Video,202,VCD & DVD,558992,Male,Felix,Schroder,Rain,94369,1963-01-21,58,2015,Kia
38400542,2016-01-19,2016-01-19,220,5,EUR,0.92013,1803,702097,MGS Combat Flight Simulator 2009 E159,Tailspin Toys,Blue,,,32,16.31,7,Games and Toys,701,Boxed Games,558992,Male,Felix,Schroder,Rain,94369,1963-01-21,58,2015,Kia
38400542,2016-01-19,2016-01-19,220,5,EUR,0.92013,1803,702097,MGS Combat Flight Simulator 2009 E159,Tailspin Toys,Blue,,,32,16.31,7,Games and Toys,702,Download Games,558992,Male,Felix,Schroder,Rain,94369,1963-01-21,58,2015,Kia
38400588,2016-01-19,2016-01-19,280,1,EUR,0.92013,978,401035,A. Datum Super-zoom Digital Camera X300 ,A. Datum,Pink,4.7,ounces,290,96.08,4,Cameras and camcorders ,402,Digital SLR Cameras,766759,Male,Adelfo,Folliero,Perugia,06131,1999-09-15,21,1996,Toyota
38400588,2016-01-19,2016-01-19,280,1,EUR,0.92013,978,401035,A. Datum Super-zoom Digital Camera X300 ,A. Datum,Pink,4.7,ounces,290,96.08,4,Cameras and camcorders ,405,Camcorders,766759,Male,Adelfo,Folliero,Perugia,06131,1999-09-15,21,1996,Toyota
38400588,2016-01-19,2016-01-19,280,1,EUR,0.92013,978,401035,A. Datum Super-zoom Digital Camera X300 ,A. Datum,Pink,4.7,ounces,290,96.08,4,Cameras and camcorders ,401,Digital Cameras,766759,Male,Adelfo,Folliero,Perugia,06131,1999-09-15,21,1996,Toyota
38400588,2016-01-19,2016-01-19,280,1,EUR,0.92013,978,401035,A. Datum Super-zoom Digital Camera X300 ,A. Datum,Pink,4.7,ounces,290,96.08,4,Cameras and camcorders ,406,Cameras & Camcorders Accessories,766759,Male,Adelfo,Folliero,Perugia,06131,1999-09-15,21,1996,Toyota
38400589,2016-01-19,2016-01-19,100,1,CAD,1.44921,80,106015,NT Wireless tooth Stereo Headphones E302 ,Northwind Traders,Yellow,9.6,ounces,40.55,18.65,1,Audio,101,MP4&MP3,262137,Male,Charles,Menard,Echo Bay,P0S 1C0,1976-12-23,44,2001,Rover
38400589,2016-01-19,2016-01-19,100,1,CAD,1.44921,80,106015,NT Wireless tooth Stereo Headphones E302 ,Northwind Traders,Yellow,9.6,ounces,40.55,18.65,1,Audio,106,Bluetooth Headphones,262137,Male,Charles,Menard,Echo Bay,P0S 1C0,1976-12-23,44,2001,Rover
38400589,2016-01-19,2016-01-19,100,1,CAD,1.44921,80,106015,NT Wireless tooth Stereo Headphones E302 ,Northwind Traders,Yellow,9.6,ounces,40.55,18.65,1,Audio,104,Recording Pen,262137,Male,Charles,Menard,Echo Bay,P0S 1C0,1976-12-23,44,2001,Rover
38400589,2016-01-19,2016-01-19,100,2,CAD,1.44921,1295,406049,Contoso Telephoto Conversion Lens X400 ,Contoso,Black,1,ounces,595,197.14,4,Cameras and camcorders ,402,Digital SLR Cameras,262137,Male,Charles,Menard,Echo Bay,P0S 1C0,1976-12-23,44,2001,Rover
38400589,2016-01-19,2016-01-19,100,2,CAD,1.44921,1295,406049,Contoso Telephoto Conversion Lens X400 ,Contoso,Black,1,ounces,595,197.14,4,Cameras and camcorders ,405,Camcorders,262137,Male,Charles,Menard,Echo Bay,P0S 1C0,1976-12-23,44,2001,Rover
38400589,2016-01-19,2016-01-19,100,2,CAD,1.44921,1295,406049,Contoso Telephoto Conversion Lens X400 ,Contoso,Black,1,ounces,595,197.14,4,Cameras and camcorders ,401,Digital Cameras,262137,Male,Charles,Menard,Echo Bay,P0S 1C0,1976-12-23,44,2001,Rover
38400589,2016-01-19,2016-01-19,100,2,CAD,1.44921,1295,406049,Contoso Telephoto Conversion Lens X400 ,Contoso,Black,1,ounces,595,197.14,4,Cameras and camcorders ,406,Cameras & Camcorders Accessories,262137,Male,Charles,Menard,Echo Bay,P0S 1C0,1976-12-23,44,2001,Rover
38400678,2016-01-19,2016-01-19,510,5,USD,1.00000,2089,804005,Contoso Water Heater 1.5GPM E0800 ,Contoso ,White,8.3,pounds,257.5,131.28,8,Home Appliances,808,Fans,1617508,Male,Norman,Bolling,Sugar Land,77478,1946-11-06,74,2009,BMW
38400678,2016-01-19,2016-01-19,510,5,USD,1.00000,2089,804005,Contoso Water Heater 1.5GPM E0800 ,Contoso ,White,8.3,pounds,257.5,131.28,8,Home Appliances,805,Coffee Machines,1617508,Male,Norman,Bolling,Sugar Land,77478,1946-11-06,74,2009,BMW
38400678,2016-01-19,2016-01-19,510,5,USD,1.00000,2089,804005,Contoso Water Heater 1.5GPM E0800 ,Contoso ,White,8.3,pounds,257.5,131.28,8,Home Appliances,802,Refrigerators,1617508,Male,Norman,Bolling,Sugar Land,77478,1946-11-06,74,2009,BMW
38400678,2016-01-19,2016-01-19,510,5,USD,1.00000,2089,804005,Contoso Water Heater 1.5GPM E0800 ,Contoso ,White,8.3,pounds,257.5,131.28,8,Home Appliances,807,Air Conditioners,1617508,Male,Norman,Bolling,Sugar Land,77478,1946-11-06,74,2009,BMW
38400678,2016-01-19,2016-01-19,510,5,USD,1.00000,2089,804005,Contoso Water Heater 1.5GPM E0800 ,Contoso ,White,8.3,pounds,257.5,131.28,8,Home Appliances,804,Water Heaters,1617508,Male,Norman,Bolling,Sugar Land,77478,1946-11-06,74,2009,BMW
38400678,2016-01-19,2016-01-19,510,5,USD,1.00000,2089,804005,Contoso Water Heater 1.5GPM E0800 ,Contoso ,White,8.3,pounds,257.5,131.28,8,Home Appliances,806,Lamps,1617508,Male,Norman,Bolling,Sugar Land,77478,1946-11-06,74,2009,BMW
38400678,2016-01-19,2016-01-19,510,5,USD,1.00000,2089,804005,Contoso Water Heater 1.5GPM E0800 ,Contoso ,White,8.3,pounds,257.5,131.28,8,Home Appliances,801,Washers & Dryers,1617508,Male,Norman,Bolling,Sugar Land,77478,1946-11-06,74,2009,BMW
38400678,2016-01-19,2016-01-19,510,5,USD,1.00000,2089,804005,Contoso Water Heater 1.5GPM E0800 ,Contoso ,White,8.3,pounds,257.5,131.28,8,Home Appliances,803,Microwaves,1617508,Male,Norman,Bolling,Sugar Land,77478,1946-11-06,74,2009,BMW
38400678,2016-01-19,2016-01-19,510,2,USD,1.00000,1305,406059,Contoso Lens Adapter M450 ,Contoso,Silver,,ounces,68,31.27,4,Cameras and camcorders ,402,Digital SLR Cameras,1617508,Male,Norman,Bolling,Sugar Land,77478,1946-11-06,74,2009,BMW
38400678,2016-01-19,2016-01-19,510,2,USD,1.00000,1305,406059,Contoso Lens Adapter M450 ,Contoso,Silver,,ounces,68,31.27,4,Cameras and camcorders ,405,Camcorders,1617508,Male,Norman,Bolling,Sugar Land,77478,1946-11-06,74,2009,BMW
38400678,2016-01-19,2016-01-19,510,2,USD,1.00000,1305,406059,Contoso Lens Adapter M450 ,Contoso,Silver,,ounces,68,31.27,4,Cameras and camcorders ,401,Digital Cameras,1617508,Male,Norman,Bolling,Sugar Land,77478,1946-11-06,74,2009,BMW
38400678,2016-01-19,2016-01-19,510,2,USD,1.00000,1305,406059,Contoso Lens Adapter M450 ,Contoso,Silver,,ounces,68,31.27,4,Cameras and camcorders ,406,Cameras & Camcorders Accessories,1617508,Male,Norman,Bolling,Sugar Land,77478,1946-11-06,74,2009,BMW
38400732,2016-01-19,2016-01-19,150,4,EUR,0.92013,341,301004,Fabrikam Laptop16W M6080 ,Fabrikam,Black,2.2,pounds,967,444.69,3,Computers,304,Monitors,604588,Male,Saville,Bois,Biarritz,64200,1939-01-18,82,2008,Chevrolet
38400732,2016-01-19,2016-01-19,150,4,EUR,0.92013,341,301004,Fabrikam Laptop16W M6080 ,Fabrikam,Black,2.2,pounds,967,444.69,3,Computers,308,Computers Accessories,604588,Male,Saville,Bois,Biarritz,64200,1939-01-18,82,2008,Chevrolet
38400732,2016-01-19,2016-01-19,150,4,EUR,0.92013,341,301004,Fabrikam Laptop16W M6080 ,Fabrikam,Black,2.2,pounds,967,444.69,3,Computers,301,Laptops,604588,Male,Saville,Bois,Biarritz,64200,1939-01-18,82,2008,Chevrolet
38400732,2016-01-19,2016-01-19,150,4,EUR,0.92013,341,301004,Fabrikam Laptop16W M6080 ,Fabrikam,Black,2.2,pounds,967,444.69,3,Computers,305,Projectors & Screens,604588,Male,Saville,Bois,Biarritz,64200,1939-01-18,82,2008,Chevrolet
38400732,2016-01-19,2016-01-19,150,4,EUR,0.92013,341,301004,Fabrikam Laptop16W M6080 ,Fabrikam,Black,2.2,pounds,967,444.69,3,Computers,306,"Printers, Scanners & Fax",604588,Male,Saville,Bois,Biarritz,64200,1939-01-18,82,2008,Chevrolet
38400732,2016-01-19,2016-01-19,150,4,EUR,0.92013,341,301004,Fabrikam Laptop16W M6080 ,Fabrikam,Black,2.2,pounds,967,444.69,3,Computers,303,Desktops,604588,Male,Saville,Bois,Biarritz,64200,1939-01-18,82,2008,Chevrolet
38400840,2016-01-19,2016-01-19,470,3,USD,1.00000,1766,702060,MGS Age of Empires 2008new M420,Tailspin Toys,Black,,,54,24.83,7,Games and Toys,701,Boxed Games,1220284,Male,Clinton,Combs,Cincinnati,45202,1982-01-14,39,2005,Honda
38400840,2016-01-19,2016-01-19,470,3,USD,1.00000,1766,702060,MGS Age of Empires 2008new M420,Tailspin Toys,Black,,,54,24.83,7,Games and Toys,702,Download Games,1220284,Male,Clinton,Combs,Cincinnati,45202,1982-01-14,39,2005,Honda
38400840,2016-01-19,2016-01-19,470,1,USD,1.00000,1582,602012,SV DVD 48 DVD Storage Binder M50 ,Southridge Video,Black,4,pounds,17.99,8.27,6,"Music, Movies and Audio Books",602,Movie DVD,1220284,Male,Clinton,Combs,Cincinnati,45202,1982-01-14,39,2005,Honda
38400891,2016-01-19,2016-01-19,670,2,USD,1.00000,1646,602076,Contoso DVD 9-Inch Player Portable M300 ,Contoso,Black,44,pounds,159.99,73.57,6,"Music, Movies and Audio Books",602,Movie DVD,1278422,Female,Sheri,Swanson,Rockville,20850,1965-06-28,55,2003,Buick
38400930,2016-01-19,2016-01-19,390,1,GBP,0.70365,683,306042,Proseware Ink Jet Wireless All-In-One Printer M400 ,Proseware,Grey,12.6,pounds,129,59.32,3,Computers,304,Monitors,942583,Male,Patrick,Lord,Wick,BS30 7DE,1988-05-26,32,2009,Opel
38400930,2016-01-19,2016-01-19,390,1,GBP,0.70365,683,306042,Proseware Ink Jet Wireless All-In-One Printer M400 ,Proseware,Grey,12.6,pounds,129,59.32,3,Computers,308,Computers Accessories,942583,Male,Patrick,Lord,Wick,BS30 7DE,1988-05-26,32,2009,Opel
38400930,2016-01-19,2016-01-19,390,1,GBP,0.70365,683,306042,Proseware Ink Jet Wireless All-In-One Printer M400 ,Proseware,Grey,12.6,pounds,129,59.32,3,Computers,301,Laptops,942583,Male,Patrick,Lord,Wick,BS30 7DE,1988-05-26,32,2009,Opel
38400930,2016-01-19,2016-01-19,390,1,GBP,0.70365,683,306042,Proseware Ink Jet Wireless All-In-One Printer M400 ,Proseware,Grey,12.6,pounds,129,59.32,3,Computers,305,Projectors & Screens,942583,Male,Patrick,Lord,Wick,BS30 7DE,1988-05-26,32,2009,Opel
38400930,2016-01-19,2016-01-19,390,1,GBP,0.70365,683,306042,Proseware Ink Jet Wireless All-In-One Printer M400 ,Proseware,Grey,12.6,pounds,129,59.32,3,Computers,306,"Printers, Scanners & Fax",942583,Male,Patrick,Lord,Wick,BS30 7DE,1988-05-26,32,2009,Opel
38400930,2016-01-19,2016-01-19,390,1,GBP,0.70365,683,306042,Proseware Ink Jet Wireless All-In-One Printer M400 ,Proseware,Grey,12.6,pounds,129,59.32,3,Computers,303,Desktops,942583,Male,Patrick,Lord,Wick,BS30 7DE,1988-05-26,32,2009,Opel
38500039,2016-01-20,2016-01-20,80,2,CAD,1.46374,1434,503027,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 ,The Phone Company,Grey,1.2,pounds,268,123.24,5,Cell phones,503,Touch Screen Phones ,305910,Female,Katheryn,Wilkey,Moose Creek,K0C 1W0,1980-08-23,40,2011,Renault
38500039,2016-01-20,2016-01-20,80,2,CAD,1.46374,1434,503027,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 ,The Phone Company,Grey,1.2,pounds,268,123.24,5,Cell phones,504,Smart phones & PDAs ,305910,Female,Katheryn,Wilkey,Moose Creek,K0C 1W0,1980-08-23,40,2011,Renault
38500039,2016-01-20,2016-01-20,80,2,CAD,1.46374,1434,503027,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 ,The Phone Company,Grey,1.2,pounds,268,123.24,5,Cell phones,505,Cell phones Accessories,305910,Female,Katheryn,Wilkey,Moose Creek,K0C 1W0,1980-08-23,40,2011,Renault
38500039,2016-01-20,2016-01-20,80,2,CAD,1.46374,1434,503027,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 ,The Phone Company,Grey,1.2,pounds,268,123.24,5,Cell phones,501,Home & Office Phones,305910,Female,Katheryn,Wilkey,Moose Creek,K0C 1W0,1980-08-23,40,2011,Renault
38500039,2016-01-20,2016-01-20,80,3,CAD,1.46374,276,203085,Contoso Home Theater System 5.1 Channel M1540 ,Contoso,White,90.8,pounds,529,243.27,2,TV and Video,201,Televisions,305910,Female,Katheryn,Wilkey,Moose Creek,K0C 1W0,1980-08-23,40,2011,Renault
38500039,2016-01-20,2016-01-20,80,3,CAD,1.46374,276,203085,Contoso Home Theater System 5.1 Channel M1540 ,Contoso,White,90.8,pounds,529,243.27,2,TV and Video,205,Car Video,305910,Female,Katheryn,Wilkey,Moose Creek,K0C 1W0,1980-08-23,40,2011,Renault
38500039,2016-01-20,2016-01-20,80,3,CAD,1.46374,276,203085,Contoso Home Theater System 5.1 Channel M1540 ,Contoso,White,90.8,pounds,529,243.27,2,TV and Video,203,Home Theater System,305910,Female,Katheryn,Wilkey,Moose Creek,K0C 1W0,1980-08-23,40,2011,Renault
38500039,2016-01-20,2016-01-20,80,3,CAD,1.46374,276,203085,Contoso Home Theater System 5.1 Channel M1540 ,Contoso,White,90.8,pounds,529,243.27,2,TV and Video,202,VCD & DVD,305910,Female,Katheryn,Wilkey,Moose Creek,K0C 1W0,1980-08-23,40,2011,Renault
38500039,2016-01-20,2016-01-20,80,1,CAD,1.46374,1654,602084,Contoso DVD 14-Inch Player Portable L100 ,Contoso,Silver,52,pounds,259.99,86.14,6,"Music, Movies and Audio Books",602,Movie DVD,305910,Female,Katheryn,Wilkey,Moose Creek,K0C 1W0,1980-08-23,40,2011,Renault
38500039,2016-01-20,2016-01-20,80,2,CAD,1.46374,2106,804022,Contoso Water Heater 4.3GPM M1250 ,Contoso ,Grey,36,pounds,877.5,403.53,8,Home Appliances,808,Fans,305910,Female,Katheryn,Wilkey,Moose Creek,K0C 1W0,1980-08-23,40,2011,Renault
38500039,2016-01-20,2016-01-20,80,2,CAD,1.46374,2106,804022,Contoso Water Heater 4.3GPM M1250 ,Contoso ,Grey,36,pounds,877.5,403.53,8,Home Appliances,805,Coffee Machines,305910,Female,Katheryn,Wilkey,Moose Creek,K0C 1W0,1980-08-23,40,2011,Renault
38500039,2016-01-20,2016-01-20,80,2,CAD,1.46374,2106,804022,Contoso Water Heater 4.3GPM M1250 ,Contoso ,Grey,36,pounds,877.5,403.53,8,Home Appliances,802,Refrigerators,305910,Female,Katheryn,Wilkey,Moose Creek,K0C 1W0,1980-08-23,40,2011,Renault
38500039,2016-01-20,2016-01-20,80,2,CAD,1.46374,2106,804022,Contoso Water Heater 4.3GPM M1250 ,Contoso ,Grey,36,pounds,877.5,403.53,8,Home Appliances,807,Air Conditioners,305910,Female,Katheryn,Wilkey,Moose Creek,K0C 1W0,1980-08-23,40,2011,Renault
38500039,2016-01-20,2016-01-20,80,2,CAD,1.46374,2106,804022,Contoso Water Heater 4.3GPM M1250 ,Contoso ,Grey,36,pounds,877.5,403.53,8,Home Appliances,804,Water Heaters,305910,Female,Katheryn,Wilkey,Moose Creek,K0C 1W0,1980-08-23,40,2011,Renault
38500039,2016-01-20,2016-01-20,80,2,CAD,1.46374,2106,804022,Contoso Water Heater 4.3GPM M1250 ,Contoso ,Grey,36,pounds,877.5,403.53,8,Home Appliances,806,Lamps,305910,Female,Katheryn,Wilkey,Moose Creek,K0C 1W0,1980-08-23,40,2011,Renault
38500039,2016-01-20,2016-01-20,80,2,CAD,1.46374,2106,804022,Contoso Water Heater 4.3GPM M1250 ,Contoso ,Grey,36,pounds,877.5,403.53,8,Home Appliances,801,Washers & Dryers,305910,Female,Katheryn,Wilkey,Moose Creek,K0C 1W0,1980-08-23,40,2011,Renault
38500039,2016-01-20,2016-01-20,80,2,CAD,1.46374,2106,804022,Contoso Water Heater 4.3GPM M1250 ,Contoso ,Grey,36,pounds,877.5,403.53,8,Home Appliances,803,Microwaves,305910,Female,Katheryn,Wilkey,Moose Creek,K0C 1W0,1980-08-23,40,2011,Renault
38500039,2016-01-20,2016-01-20,80,7,CAD,1.46374,1575,602005,SV DVD Player M140 ,Southridge Video,Gold,4,pounds,60.99,28.05,6,"Music, Movies and Audio Books",602,Movie DVD,305910,Female,Katheryn,Wilkey,Moose Creek,K0C 1W0,1980-08-23,40,2011,Renault
38500097,2016-01-20,2016-01-30,999999,2,USD,1.00000,1714,702008,MGS Halo 2 for Windows Vista M220,Tailspin Toys,White,,,70.13,32.25,7,Games and Toys,701,Boxed Games,1779519,Male,Santos,Gooding,Seattle,98161,1939-05-18,81,1999,Holden
38500097,2016-01-20,2016-01-30,999999,2,USD,1.00000,1714,702008,MGS Halo 2 for Windows Vista M220,Tailspin Toys,White,,,70.13,32.25,7,Games and Toys,702,Download Games,1779519,Male,Santos,Gooding,Seattle,98161,1939-05-18,81,1999,Holden
38500097,2016-01-20,2016-01-30,999999,3,USD,1.00000,591,305053,Contoso Projector 480p M480 ,Contoso,White,6,pounds,229,116.75,3,Computers,304,Monitors,1779519,Male,Santos,Gooding,Seattle,98161,1939-05-18,81,1999,Holden
38500097,2016-01-20,2016-01-30,999999,3,USD,1.00000,591,305053,Contoso Projector 480p M480 ,Contoso,White,6,pounds,229,116.75,3,Computers,308,Computers Accessories,1779519,Male,Santos,Gooding,Seattle,98161,1939-05-18,81,1999,Holden
38500097,2016-01-20,2016-01-30,999999,3,USD,1.00000,591,305053,Contoso Projector 480p M480 ,Contoso,White,6,pounds,229,116.75,3,Computers,301,Laptops,1779519,Male,Santos,Gooding,Seattle,98161,1939-05-18,81,1999,Holden
38500097,2016-01-20,2016-01-30,999999,3,USD,1.00000,591,305053,Contoso Projector 480p M480 ,Contoso,White,6,pounds,229,116.75,3,Computers,305,Projectors & Screens,1779519,Male,Santos,Gooding,Seattle,98161,1939-05-18,81,1999,Holden
38500097,2016-01-20,2016-01-30,999999,3,USD,1.00000,591,305053,Contoso Projector 480p M480 ,Contoso,White,6,pounds,229,116.75,3,Computers,306,"Printers, Scanners & Fax",1779519,Male,Santos,Gooding,Seattle,98161,1939-05-18,81,1999,Holden
